@relation gruposArtificiais

@attribute x NUMERIC
@attribute y NUMERIC
@attribute class {1,2,3}

@data
283.53866,623.21782,2
277.79539,629.15827,2
264.28948,617.35216,2
288.55368,616.6589,2
278.78278,610.0952,2
268.22166,636.06547,2
249.56879,627.37739,2
283.91867,638.29307,2
251.85054,639.2646,2
254.42163,619.7515,2
241.4516,633.7185,2
283.53866,623.21782,2
264.75535,622.8474,2
249.73096,620.12521,2
244.02269,644.70896,2
249.56879,627.37739,2
254.42163,619.7515,2
283.53866,623.21782,2
277.79539,629.15827,2
264.28948,617.35216,2
288.55368,616.6589,2
283.88367,570.56336,2
254.83185,611.83628,2
263.15101,592.42492,2
268.69711,575.09335,2
273.54995,567.46746,2
302.66698,570.93378,2
286.72194,597.27776,2
281.17584,620.8487,2
269.39037,609.06323,2
293.65457,608.36997,2
279.69865,616.29955,2
288.01781,596.88819,2
298.41675,571.93073,2
294.25717,613.5265,2
284.52128,575.02663,2
255.46946,616.29955,2
263.78862,596.88819,2
269.33472,579.55662,2
297.75849,560.83853,2
274.18756,571.93073,2
303.30459,575.39705,2
287.35955,601.74103,2
270.02798,613.5265,2
294.29218,612.83324,2
290.25977,574.38902,2
261.20795,615.66194,2
269.52711,596.25058,2
275.07321,578.91901,2
279.92605,571.29312,2
309.04308,574.75944,2
293.09804,601.10342,2
275.76647,612.88889,2
300.03067,612.19563,2
290.25977,605.63193,2
293.72608,587.60709,2
275.07321,578.91901,2
282.00584,556.04134,2
303.49698,560.20092,2
279.92605,571.29312,2
293.09804,554.65482,2
309.04308,574.75944,2
290.25977,574.38902,2
261.20795,615.66194,2
269.52711,596.25058,2
275.07321,578.91901,2
279.92605,571.29312,2
309.04308,574.75944,2
293.09804,601.10342,2
275.76647,612.88889,2
300.03067,612.19563,2
279.69865,598.44646,2
288.01781,579.0351,2
293.56391,561.70353,2
298.41675,554.07764,2
286.08911,590.06209,2
311.58874,583.88794,2
306.04264,607.45888,2
294.25717,595.67341,2
318.52137,594.98015,2
304.56545,602.90973,2
312.88461,583.49837,2
319.12397,600.13668,2
280.33626,602.90973,2
288.65542,583.49837,2
294.20152,566.1668,2
299.05436,558.54091,2
286.72672,594.52536,2
312.22635,588.35121,2
294.89478,600.13668,2
319.15898,599.44342,2
286.07475,602.27212,2
294.39391,582.86076,2
292.46521,593.88775,2
317.96484,587.7136,2
300.63327,599.49907,2
283.4528,631.32394,2
315.12657,592.24211,2
318.59288,574.21727,2
292.46521,593.88775,2
286.07475,602.27212,2
294.39391,582.86076,2
292.46521,593.88775,2
317.96484,587.7136,2
300.63327,599.49907,2
283.4528,631.32394,2
241.16378,570.56336,2
279.06104,623.31327,2
273.99039,595.61297,2
253.39446,598.04732,2
284.38933,570.65551,2
259.94709,570.93378,2
244.00205,597.27776,2
292.01522,624.03675,2
280.22975,612.25128,2
250.93468,608.36997,2
236.97876,616.29955,2
245.29792,596.88819,2
255.69686,571.93073,2
251.53728,613.5265,2
241.80139,575.02663,2
266.30884,619.4876,2
274.628,600.07624,2
226.61483,579.55662,2
255.0386,560.83853,2
285.02694,575.11878,2
260.5847,575.39705,2
244.63966,601.74103,2
280.86736,616.71455,2
251.57229,612.83324,2
247.53988,574.38902,2
272.04733,618.84999,2
280.36649,599.43863,2
259.77056,601.87298,2
290.76543,574.48117,2
266.32319,574.75944,2
250.37815,601.10342,2
286.60585,616.07694,2
257.31078,612.19563,2
247.53988,605.63193,2
251.00619,587.60709,2
259.77056,601.87298,2
292.84522,559.22939,2
260.77709,560.20092,2
290.76543,574.48117,2
250.37815,554.65482,2
266.32319,574.75944,2
247.53988,574.38902,2
272.04733,618.84999,2
280.36649,599.43863,2
259.77056,601.87298,2
290.76543,574.48117,2
266.32319,574.75944,2
250.37815,601.10342,2
286.60585,616.07694,2
257.31078,612.19563,2
267.94341,568.65053,2
238.89159,609.92345,2
247.21075,590.51209,2
252.75685,573.18052,2
257.60969,565.55463,2
286.72672,569.02095,2
270.78168,595.36493,2
265.23558,618.93587,2
253.45011,607.1504,2
277.71431,606.45714,2
263.75839,614.38672,2
272.07755,594.97536,2
282.47649,570.0179,2
278.31691,611.61367,2
268.58102,573.1138,2
239.5292,614.38672,2
247.84836,594.97536,2
253.39446,577.64379,2
281.81823,558.9257,2
258.2473,570.0179,2
287.36433,573.48422,2
271.41929,599.8282,2
254.08772,611.61367,2
278.35192,610.92041,2
274.31951,572.47619,2
245.26769,613.74911,2
253.58685,594.33775,2
259.13295,577.00618,2
263.98579,569.38029,2
293.10282,572.84661,2
277.15778,599.19059,2
259.82621,610.97606,2
284.09041,610.2828,2
274.31951,603.7191,2
277.78582,585.69426,2
259.13295,577.00618,2
266.06558,554.12851,2
287.55672,558.28809,2
263.98579,569.38029,2
277.15778,552.74199,2
293.10282,572.84661,2
274.31951,572.47619,2
245.26769,613.74911,2
253.58685,594.33775,2
259.13295,577.00618,2
263.98579,569.38029,2
293.10282,572.84661,2
277.15778,599.19059,2
259.82621,610.97606,2
284.09041,610.2828,2
283.52431,606.09779,2
291.84347,586.68643,2
297.38957,569.35486,2
289.91477,597.71342,2
315.4144,591.53927,2
309.8683,615.11021,2
298.08283,603.32474,2
280.90236,635.14961,2
308.39111,610.56106,2
316.71027,591.1497,2
281.50496,640.30614,2
313.21374,569.28814,2
284.16192,610.56106,2
292.48108,591.1497,2
298.02718,573.81813,2
290.55238,602.17669,2
316.05201,596.00254,2
298.72044,607.78801,2
281.53997,639.61288,2
318.95223,568.65053,2
289.90041,609.92345,2
298.21957,590.51209,2
303.76567,573.18052,2
296.29087,601.53908,2
321.7905,595.36493,2
304.45893,607.1504,2
287.27846,638.97527,2
318.95223,599.89344,2
280.97387,614.38673,2
303.76567,573.18052,2
296.29087,601.53908,2
318.95223,568.65053,2
289.90041,609.92345,2
298.21957,590.51209,2
303.76567,573.18052,2
296.29087,601.53908,2
321.7905,595.36493,2
304.45893,607.1504,2
287.27846,638.97527,2
260.29208,576.93947,2
284.79953,621.40044,2
239.55942,598.80103,2
245.10552,581.46946,2
277.3756,596.79754,2
279.07539,577.30989,2
263.13035,603.65387,2
257.58425,627.22481,2
245.79878,615.43934,2
270.06298,614.74608,2
256.10706,622.67566,2
264.42622,603.2643,2
274.82516,578.30684,2
270.66558,619.90261,2
260.92969,581.40274,2
297.48022,621.12219,2
283.5243,629.05177,2
303.32045,629.40633,2
313.71939,604.44887,2
298.08282,626.27872,2
299.82392,607.54477,2
312.21677,616.29956,2
279.09126,629.40633,2
284.63736,612.07476,2
289.4902,604.44887,2
318.60723,607.91519,2
291.1852,614.49325,2
285.33062,646.04464,2
307.68199,610.28281,2
305.56241,606.90716,2
317.95526,615.66195,2
284.82975,628.76872,2
290.37585,611.43715,2
295.22869,603.81126,2
296.92369,613.85564,2
279.59212,625.64111,2
303.85632,624.94785,2
294.08542,618.38415,2
309.02872,620.12523,2
290.37585,611.43715,2
295.22869,603.81126,2
305.56241,606.90716,2
197.97575,347.00544,3
204.90838,324.12777,3
226.39952,328.28735,3
202.82859,339.37955,3
216.00058,322.74125,3
231.94562,342.84587,3
216.00058,369.18985,3
143.5054,381.2838,3
198.66901,380.97532,3
222.93321,380.28206,3
165.68981,369.49833,3
188.50226,337.23782,3
200.98099,326.14562,3
171.08003,335.46173,3
208.97729,388.21164,3
217.29645,368.80028,3
155.89347,339.99172,3
229.77518,328.59104,3
184.31724,321.27363,3
227.69539,343.84282,3
189.86334,335.83215,3
173.9183,362.17613,3
200.89033,326.44931,3
223.53581,385.43859,3
180.85093,373.26834,3
190.55661,373.9616,3
222.37668,373.01551,3
205.04511,384.80098,3
162.36023,372.63073,3
172.06591,373.32399,3
194.87836,341.06348,3
207.35709,329.97128,3
219.53841,377.54402,3
223.00472,359.51918,3
204.35185,382.074,3
211.28448,359.19633,3
232.77562,363.35591,3
209.20469,374.44811,3
222.37668,357.80981,3
187.94573,333.48367,3
170.61416,345.26914,3
194.87836,344.57588,3
204.58404,345.26914,3
194.87836,372.30639,3
207.35709,361.21419,3
219.53841,346.30111,3
190.48659,387.57403,3
198.80575,368.16267,3
204.35185,350.8311,3
211.28448,327.95343,3
232.77562,332.11301,3
209.20469,343.20521,3
222.37668,326.56691,3
238.32172,346.67153,3
222.37668,373.01551,3
205.04511,384.80098,3
162.36023,372.63073,3
172.06591,373.32399,3
194.87836,341.06348,3
207.35709,329.97128,3
202.96055,362.87898,3
173.90873,404.1519,3
182.22789,384.74054,3
187.77399,367.40897,3
192.62683,359.78308,3
221.74386,363.2494,3
205.79882,389.59338,3
200.25272,413.16432,3
188.46725,401.37885,3
212.73145,400.68559,3
198.77553,408.61517,3
207.09469,389.20381,3
217.49363,364.24635,3
213.33405,405.84212,3
203.59816,367.34225,3
174.54634,408.61517,3
182.8655,389.20381,3
188.4116,371.87224,3
216.83537,353.15415,3
193.26444,364.24635,3
222.38147,367.71267,3
206.43643,394.05665,3
189.10486,405.84212,3
213.36906,405.14886,3
209.33665,366.70464,3
180.28483,407.97756,3
188.60399,388.5662,3
194.15009,371.23463,3
199.00293,363.60874,3
228.11996,367.07506,3
212.17492,393.41904,3
194.84335,405.20451,3
219.10755,404.51125,3
209.33665,397.94755,3
212.80296,379.92271,3
194.15009,371.23463,3
201.08272,348.35696,3
222.57386,352.51654,3
199.00293,363.60874,3
212.17492,346.97044,3
228.11996,367.07506,3
209.33665,366.70464,3
180.28483,407.97756,3
188.60399,388.5662,3
194.15009,371.23463,3
199.00293,363.60874,3
228.11996,367.07506,3
212.17492,393.41904,3
194.84335,405.20451,3
219.10755,404.51125,3
204.87338,396.03472,3
201.96358,406.70234,3
184.14072,417.89628,3
189.68682,400.56471,3
194.53966,392.93882,3
223.65669,396.40514,3
207.71165,422.74912,3
228.30757,415.71476,3
216.5221,403.92929,3
240.7863,403.23603,3
226.83038,411.16561,3
209.00752,422.35955,3
219.40646,397.40209,3
241.3889,408.39256,3
205.51099,400.49799,3
202.60119,411.16561,3
184.77833,422.35955,3
190.32443,405.02798,3
218.7482,386.30989,3
195.17727,397.40209,3
224.2943,400.86841,3
234.49128,396.60709,3
217.15971,408.39256,3
241.42391,407.6993,3
211.24948,399.86038,3
208.33968,410.528,3
190.51682,421.72194,3
196.06292,404.39037,3
200.91576,396.76448,3
230.03279,400.2308,3
240.22977,395.96948,3
222.8982,407.75495,3
237.3915,400.49799,3
214.71579,413.07845,3
196.06292,404.39037,3
202.99555,381.5127,3
224.48669,385.67228,3
200.91576,396.76448,3
214.08775,380.12618,3
230.03279,400.2308,3
211.24948,399.86038,3
208.33968,410.528,3
190.51682,421.72194,3
196.06292,404.39037,3
200.91576,396.76448,3
230.03279,400.2308,3
240.22977,395.96948,3
222.8982,407.75495,3
181.91941,424.72718,3
179.00961,435.3948,3
187.32877,415.98344,3
166.73285,429.25717,3
171.58569,421.63128,3
200.70272,425.0976,3
210.8997,420.83628,3
293.98144,371.08204,3
193.56813,432.62175,3
217.83233,431.92849,3
203.87641,439.85807,3
212.19557,420.44671,3
222.59451,395.48925,3
218.43493,437.08502,3
208.69904,398.58515,3
179.64722,439.85807,3
187.96638,420.44671,3
193.51248,403.11514,3
195.79423,415.00235,3
212.83319,367.52506,3
218.37929,350.19349,3
223.23213,342.5676,3
252.34916,346.03392,3
236.40412,372.3779,3
230.85802,395.94884,3
219.07255,384.16337,3
243.33675,383.47011,3
229.38083,391.39969,3
237.69999,371.98833,3
248.09893,347.03087,3
243.93935,388.62664,3
234.20346,350.12677,3
205.15164,391.39969,3
219.0169,354.65676,3
247.44067,335.93867,3
223.86974,347.03087,3
252.98677,350.49719,3
237.04173,376.84117,3
219.71016,388.62664,3
243.97436,387.93338,3
239.94195,349.48916,3
210.89013,390.76208,3
219.20929,371.35072,3
224.75539,354.01915,3
229.60823,346.39326,3
258.72526,349.85958,3
242.78022,376.20356,3
225.44865,387.98903,3
249.71285,387.29577,3
239.94195,380.73207,3
243.40826,362.70723,3
224.75539,354.01915,3
231.68802,331.14148,3
253.17916,335.30106,3
229.60823,346.39326,3
242.78022,329.75496,3
258.72526,349.85958,3
239.94195,349.48916,3
210.89013,390.76208,3
219.20929,371.35072,3
224.75539,354.01915,3
229.60823,346.39326,3
258.72526,349.85958,3
242.78022,376.20356,3
225.44865,387.98903,3
249.71285,387.29577,3
319.00563,355.86526,3
229.38083,373.5466,3
237.69999,354.13524,3
243.24609,336.80367,3
248.09893,329.17778,3
277.21596,332.6441,3
261.27092,358.98808,3
255.72482,382.55902,3
243.93935,370.77355,3
268.20355,370.08029,3
254.24763,378.00987,3
262.56679,358.59851,3
333.53871,357.23263,3
268.80615,375.23682,3
319.64324,360.32853,3
230.01844,378.00987,3
238.3376,358.59851,3
243.8837,341.26694,3
332.88045,346.14043,3
248.73654,333.64105,3
277.85357,337.10737,3
261.90853,363.45135,3
244.57696,375.23682,3
268.84116,374.54356,3
325.38173,359.69092,3
235.75693,377.37226,3
244.07609,357.9609,3
310.19517,364.22091,3
315.04801,356.59502,3
283.59206,336.46976,3
267.64702,362.81374,3
250.31545,374.59921,3
274.57965,373.90595,3
264.80875,367.34225,3
268.27506,349.31741,3
310.19517,364.22091,3
317.1278,341.34324,3
338.61894,345.50282,3
315.04801,356.59502,3
328.22,339.95672,3
283.59206,336.46976,3
325.38173,359.69092,3
235.75693,377.37226,3
244.07609,357.9609,3
310.19517,364.22091,3
315.04801,356.59502,3
283.59206,336.46976,3
267.64702,362.81374,3
250.31545,374.59921,3
274.57965,373.90595,3
190.84596,345.6635,3
228.74322,398.41341,3
170.1133,367.52506,3
175.6594,350.19349,3
180.51224,342.5676,3
209.62927,346.03392,3
193.68423,372.3779,3
176.35266,384.16337,3
200.61686,383.47011,3
186.66094,391.39969,3
194.9801,371.98833,3
205.37904,347.03087,3
201.21946,388.62664,3
191.48357,350.12677,3
162.43175,391.39969,3
170.75091,371.98833,3
176.29701,354.65676,3
181.14985,347.03087,3
210.26688,350.49719,3
194.32184,376.84117,3
176.99027,388.62664,3
201.25447,387.93338,3
197.22206,349.48916,3
168.17024,390.76208,3
176.4894,371.35072,3
